"","eppocode","pests_eppocode","idclass","labelclass","fullname"
"3338","ROSMU","LUPMXA",9,"Host","Luperomorpha xanthodera (as Rosa)"
"3339","ROSMU","LYCMDE",9,"Host","Lycorma delicatula"
"3340","ROSMU","MALAAM",9,"Host","Malacosoma americanum (as Rosa)"
"3341","ROSMU","MALAPA",9,"Host","Malacosoma parallela (as Rosa)"
"3342","ROSMU","MELGMA",9,"Host","Meloidogyne mali (as Rosa)"
"3343","ROSMU","OLIGPA",9,"Host","Oligonychus perseae (as Rosa)"
"3344","ROSMU","HEMELE",9,"Host","Orgyia leucostigma (as Rosa)"
"3345","ROSMU","PHYCFR",9,"Host","Phyllocoptes fructiphilus (as Rosa)"
"3346","ROSMU","PHYTRA",9,"Host","Phytophthora ramorum (as Rosa)"
"3347","ROSMU","POCZSH",9,"Host","Pochazia shantungensis"
"3348","ROSMU","POCZSH",9,"Host","Pochazia shantungensis (as Rosa)"
"3349","ROSMU","POPIJA",9,"Host","Popillia japonica"
"3350","ROSMU","PNRSV0",9,"Host","Prunus necrotic ringspot virus"
"3351","ROSMU","RALSPS",9,"Host","Ralstonia pseudosolanacearum (as Rosa)"
"3352","ROSMU","RALSSO",9,"Host","Ralstonia solanacearum species complex (as Rosa)"
"3353","ROSMU","REPTPA",9,"Host","Reptalus panzeri (as Rosa)"
"3354","ROSMU","AGRBRH",9,"Host","Rhizobium rhizogenes (as Rosa)"
"3355","ROSMU","RICASC",9,"Host","Ricania speculum (as Rosa)"
"3356","ROSMU","RLRAV0",9,"Host","Rose leaf rosette-associated virus"
"3357","ROSMU","RLRAV0",9,"Host","Rose leaf rosette-associated virus (as Rosa)"
"3358","ROSMU","ROW000",9,"Host","Rose wilt agent (as Rosa)"
"3359","ROSMU","SCITCI",9,"Host","Scirtothrips citri (as Rosa)"
"3360","ROSMU","SCITDO",9,"Host","Scirtothrips dorsalis (as Rosa)"
"3361","ROSMU","PRODOR",9,"Host","Spodoptera ornithogalli (as Rosa)"
"3362","ROSMU","TETRME",9,"Host","Tetranychus mexicanus (as Rosa)"
"3363","ROSMU","THRIHA",9,"Host","Thrips hawaiiensis (as Rosa)"
"3364","ROSMU","THRIIM",9,"Host","Thrips imaginis (as Rosa)"
"3365","ROSMU","THRIPL",9,"Host","Thrips palmi (as Rosa)"
"3366","ROSMU","AMPHNE",9,"Host","Wahlgreniella nervata (as Rosa)"
"3367","ROSMU","XYLEFA",9,"Host","Xylella fastidiosa"
"3368","ROSMU","RRV000",1,"Major host","Emaravirus rosae"
"3369","ROSMU","PHYCFR",1,"Major host","Phyllocoptes fructiphilus"
"3370","ROSMU","POPIJA",1,"Major host","Popillia japonica (as Rosa)"
"3371","ROSMU","ARGPLE",1,"Major host","Thaumatotibia leucotreta (as Rosa)"
"3372","RUBBE","ACLRNI",9,"Host","Acleris nishidai (as Rubus)"
"3373","RUBBE","ANOLCN",9,"Host","Anoplophora chinensis (as Rubus)"
"3374","RUBBE","ANTHBI",9,"Host","Anthonomus bisignifer (as Rubus)"
"3375","RUBBE","APMV00",9,"Host","Apple mosaic virus (as Rubus)"
"3376","RUBBE","APRIGE",9,"Host","Apriona germari (as Rubus)"
"3377","RUBBE","PHYPRU",9,"Host","'Candidatus Phytoplasma rubi' (as Rubus)"
"3378","RUBBE","CERTQI",9,"Host","Ceratitis quilicii (as Rubus)"
"3379","RUBBE","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Rubus)"
"3380","RUBBE","RBDV00",9,"Host","Idaeovirus rubi (as Rubus)"
"3381","RUBBE","INSV00",9,"Host","Impatiens necrotic spot virus (as Rubus)"
"3382","RUBBE","MONIFG",9,"Host","Monilinia fructigena (as Rubus)"
"3383","RUBBE","ARMV00",9,"Host","Nepovirus arabis (as Rubus)"
"3384","RUBBE","CLRV00",9,"Host","Nepovirus avii (as Rubus)"
"3385","RUBBE","TBRV00",9,"Host","Nepovirus nigranuli (as Rubus)"
"3386","RUBBE","RPRSV0",9,"Host","Nepovirus rubi (as Rubus)"
"3387","RUBBE","PHYTCR",9,"Host","Phytophthora cryptogea (as Rubus)"
"3388","RUBBE","CORBFA",9,"Host","Rhodococcus fascians (as Rubus)"
"3389","RUBBE","RICASC",9,"Host","Ricania speculum (as Rubus)"
"3390","RUBBE","SCITAU",9,"Host","Scirtothrips aurantii (as Rubus)"
"3391","RUBBE","SLRSV0",9,"Host","Stralarivirus fragariae (as Rubus)"
"3392","RUBBE","THRIIM",9,"Host","Thrips imaginis (as Rubus)"
"3393","RUBBE","THRIPL",9,"Host","Thrips palmi (as Rubus)"
"3394","RUBBE","TSVBL0",9,"Host","Tobacco streak virus black raspberry latent strain (as Rubus)"
"3395","RUBBE","HEMELE",1,"Major host","Orgyia leucostigma (as Rubus)"
"3396","RUBBE","PERORU",1,"Major host","Peronospora rubi (as Rubus)"
"3397","RUBBE","HAMALO",6,"Wild/Weed","Hamaspora longissima (as Rubus)"
"3398","RUBBF","ACLRNI",9,"Host","Acleris nishidai (as Rubus)"
"3399","RUBBF","ANOLCN",9,"Host","Anoplophora chinensis (as Rubus)"
"3400","RUBBF","ANTHBI",9,"Host","Anthonomus bisignifer (as Rubus)"
"3401","RUBBF","APMV00",9,"Host","Apple mosaic virus (as Rubus)"
"3402","RUBBF","APRIGE",9,"Host","Apriona germari (as Rubus)"
"3403","RUBBF","PHYPRU",9,"Host","'Candidatus Phytoplasma rubi' (as Rubus)"
"3404","RUBBF","CERTQI",9,"Host","Ceratitis quilicii (as Rubus)"
"3405","RUBBF","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Rubus)"
"3406","RUBBF","RBDV00",9,"Host","Idaeovirus rubi (as Rubus)"
"3407","RUBBF","INSV00",9,"Host","Impatiens necrotic spot virus (as Rubus)"
"3408","RUBBF","MONIFG",9,"Host","Monilinia fructigena (as Rubus)"
"3409","RUBBF","ARMV00",9,"Host","Nepovirus arabis (as Rubus)"
"3410","RUBBF","CLRV00",9,"Host","Nepovirus avii (as Rubus)"
"3411","RUBBF","TBRV00",9,"Host","Nepovirus nigranuli (as Rubus)"
"3412","RUBBF","RPRSV0",9,"Host","Nepovirus rubi (as Rubus)"
"3413","RUBBF","PHYTCR",9,"Host","Phytophthora cryptogea (as Rubus)"
"3414","RUBBF","CORBFA",9,"Host","Rhodococcus fascians (as Rubus)"
"3415","RUBBF","RICASC",9,"Host","Ricania speculum (as Rubus)"
"3416","RUBBF","SCITAU",9,"Host","Scirtothrips aurantii (as Rubus)"
"3417","RUBBF","SLRSV0",9,"Host","Stralarivirus fragariae (as Rubus)"
"3418","RUBBF","THRIIM",9,"Host","Thrips imaginis (as Rubus)"
"3419","RUBBF","THRIPL",9,"Host","Thrips palmi (as Rubus)"
"3420","RUBBF","TSVBL0",9,"Host","Tobacco streak virus black raspberry latent strain (as Rubus)"
"3421","RUBBF","HEMELE",1,"Major host","Orgyia leucostigma (as Rubus)"
"3422","RUBBF","PERORU",1,"Major host","Peronospora rubi (as Rubus)"
"3423","RUBBF","HAMALO",6,"Wild/Weed","Hamaspora longissima (as Rubus)"
"3424","RUBCR","ACLRNI",9,"Host","Acleris nishidai (as Rubus)"
"3425","RUBCR","ANOLCN",9,"Host","Anoplophora chinensis (as Rubus)"
"3426","RUBCR","ANTHBI",9,"Host","Anthonomus bisignifer (as Rubus)"
"3427","RUBCR","APMV00",9,"Host","Apple mosaic virus (as Rubus)"
"3428","RUBCR","APRIGE",9,"Host","Apriona germari (as Rubus)"
"3429","RUBCR","PHYPRU",9,"Host","'Candidatus Phytoplasma rubi' (as Rubus)"
"3430","RUBCR","CERTQI",9,"Host","Ceratitis quilicii (as Rubus)"
"3431","RUBCR","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Rubus)"
"3432","RUBCR","RBDV00",9,"Host","Idaeovirus rubi (as Rubus)"
"3433","RUBCR","INSV00",9,"Host","Impatiens necrotic spot virus (as Rubus)"
"3434","RUBCR","LYCMDE",9,"Host","Lycorma delicatula"
"3435","RUBCR","MONIFG",9,"Host","Monilinia fructigena (as Rubus)"
"3436","RUBCR","ARMV00",9,"Host","Nepovirus arabis (as Rubus)"
"3437","RUBCR","CLRV00",9,"Host","Nepovirus avii (as Rubus)"
"3438","RUBCR","TBRV00",9,"Host","Nepovirus nigranuli (as Rubus)"
"3439","RUBCR","RPRSV0",9,"Host","Nepovirus rubi (as Rubus)"
"3440","RUBCR","PHYTCR",9,"Host","Phytophthora cryptogea (as Rubus)"
"3441","RUBCR","POCZSH",9,"Host","Pochazia shantungensis"
"3442","RUBCR","POPIJA",9,"Host","Popillia japonica"
"3443","RUBCR","CORBFA",9,"Host","Rhodococcus fascians (as Rubus)"
"3444","RUBCR","RICASC",9,"Host","Ricania speculum (as Rubus)"
"3445","RUBCR","SCITAU",9,"Host","Scirtothrips aurantii (as Rubus)"
"3446","RUBCR","SLRSV0",9,"Host","Stralarivirus fragariae (as Rubus)"
"3447","RUBCR","THRIIM",9,"Host","Thrips imaginis (as Rubus)"
"3448","RUBCR","THRIPL",9,"Host","Thrips palmi (as Rubus)"
"3449","RUBCR","TSVBL0",9,"Host","Tobacco streak virus black raspberry latent strain (as Rubus)"
"3450","RUBCR","HEMELE",1,"Major host","Orgyia leucostigma (as Rubus)"
"3451","RUBCR","PERORU",1,"Major host","Peronospora rubi (as Rubus)"
"3452","RUBCR","HAMALO",6,"Wild/Weed","Hamaspora longissima (as Rubus)"
"3453","RUBCU","ACLRNI",9,"Host","Acleris nishidai (as Rubus)"
"3454","RUBCU","ANOLCN",9,"Host","Anoplophora chinensis (as Rubus)"
"3455","RUBCU","ANTHBI",9,"Host","Anthonomus bisignifer (as Rubus)"
"3456","RUBCU","APMV00",9,"Host","Apple mosaic virus (as Rubus)"
"3457","RUBCU","APRIGE",9,"Host","Apriona germari (as Rubus)"
"3458","RUBCU","PHYPRU",9,"Host","'Candidatus Phytoplasma rubi' (as Rubus)"
"3459","RUBCU","CERTQI",9,"Host","Ceratitis quilicii (as Rubus)"
"3460","RUBCU","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Rubus)"
"3461","RUBCU","RBDV00",9,"Host","Idaeovirus rubi (as Rubus)"
"3462","RUBCU","INSV00",9,"Host","Impatiens necrotic spot virus (as Rubus)"
"3463","RUBCU","MONIFG",9,"Host","Monilinia fructigena (as Rubus)"
"3464","RUBCU","ARMV00",9,"Host","Nepovirus arabis (as Rubus)"
"3465","RUBCU","CLRV00",9,"Host","Nepovirus avii (as Rubus)"
"3466","RUBCU","TBRV00",9,"Host","Nepovirus nigranuli (as Rubus)"
"3467","RUBCU","RPRSV0",9,"Host","Nepovirus rubi (as Rubus)"
"3468","RUBCU","PHYTCR",9,"Host","Phytophthora cryptogea (as Rubus)"
"3469","RUBCU","CORBFA",9,"Host","Rhodococcus fascians (as Rubus)"
"3470","RUBCU","RICASC",9,"Host","Ricania speculum (as Rubus)"
"3471","RUBCU","SCITAU",9,"Host","Scirtothrips aurantii (as Rubus)"
"3472","RUBCU","SLRSV0",9,"Host","Stralarivirus fragariae (as Rubus)"
"3473","RUBCU","THRIIM",9,"Host","Thrips imaginis (as Rubus)"
"3474","RUBCU","THRIPL",9,"Host","Thrips palmi (as Rubus)"
"3475","RUBCU","TSVBL0",9,"Host","Tobacco streak virus black raspberry latent strain (as Rubus)"
"3476","RUBCU","HEMELE",1,"Major host","Orgyia leucostigma (as Rubus)"
"3477","RUBCU","PERORU",1,"Major host","Peronospora rubi (as Rubus)"
"3478","RUBCU","HAMALO",6,"Wild/Weed","Hamaspora longissima (as Rubus)"
"3479","RUBFD","ACLRNI",9,"Host","Acleris nishidai (as Rubus)"
"3480","RUBFD","ANOLCN",9,"Host","Anoplophora chinensis (as Rubus)"
"3481","RUBFD","ANTHBI",9,"Host","Anthonomus bisignifer (as Rubus)"
"3482","RUBFD","APMV00",9,"Host","Apple mosaic virus (as Rubus)"
"3483","RUBFD","APRIGE",9,"Host","Apriona germari (as Rubus)"
"3484","RUBFD","PHYPRU",9,"Host","'Candidatus Phytoplasma rubi' (as Rubus)"
"3485","RUBFD","CERTQI",9,"Host","Ceratitis quilicii (as Rubus)"
"3486","RUBFD","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Rubus)"
"3487","RUBFD","RBDV00",9,"Host","Idaeovirus rubi (as Rubus)"
"3488","RUBFD","INSV00",9,"Host","Impatiens necrotic spot virus (as Rubus)"
"3489","RUBFD","MONIFG",9,"Host","Monilinia fructigena (as Rubus)"
"3490","RUBFD","ARMV00",9,"Host","Nepovirus arabis (as Rubus)"
"3491","RUBFD","CLRV00",9,"Host","Nepovirus avii (as Rubus)"
"3492","RUBFD","TBRV00",9,"Host","Nepovirus nigranuli (as Rubus)"
"3493","RUBFD","RPRSV0",9,"Host","Nepovirus rubi (as Rubus)"
"3494","RUBFD","PHYTCR",9,"Host","Phytophthora cryptogea (as Rubus)"
"3495","RUBFD","CORBFA",9,"Host","Rhodococcus fascians (as Rubus)"
"3496","RUBFD","RICASC",9,"Host","Ricania speculum (as Rubus)"
"3497","RUBFD","SCITAU",9,"Host","Scirtothrips aurantii (as Rubus)"
"3498","RUBFD","SLRSV0",9,"Host","Stralarivirus fragariae (as Rubus)"
"3499","RUBFD","THRIIM",9,"Host","Thrips imaginis (as Rubus)"
"3500","RUBFD","THRIPL",9,"Host","Thrips palmi (as Rubus)"
"3501","RUBFD","TSVBL0",9,"Host","Tobacco streak virus black raspberry latent strain (as Rubus)"
"3502","RUBFD","HEMELE",1,"Major host","Orgyia leucostigma (as Rubus)"
"3503","RUBFD","PERORU",1,"Major host","Peronospora rubi (as Rubus)"
"3504","RUBFD","HAMALO",6,"Wild/Weed","Hamaspora longissima (as Rubus)"
"3505","RUBFR","ACNLCO",9,"Host","Acanalonia conica"
"3506","RUBFR","ACLRNI",9,"Host","Acleris nishidai (as Rubus)"
"3507","RUBFR","ANOLCN",9,"Host","Anoplophora chinensis (as Rubus)"
"3508","RUBFR","ANTHBI",9,"Host","Anthonomus bisignifer (as Rubus)"
"3509","RUBFR","ANTHSI",9,"Host","Anthonomus signatus"
"3510","RUBFR","APMV00",9,"Host","Apple mosaic virus (as Rubus)"
"3511","RUBFR","APRIGE",9,"Host","Apriona germari (as Rubus)"
"3512","RUBFR","DACUTR",9,"Host","Bactrocera tryoni"
"3513","RUBFR","PHYPRU",9,"Host","'Candidatus Phytoplasma rubi'"
"3514","RUBFR","PHYPRU",9,"Host","'Candidatus Phytoplasma rubi' (as Rubus)"
"3515","RUBFR","PHYPSO",9,"Host","'Candidatus Phytoplasma solani'"
"3516","RUBFR","CERTCA",9,"Host","Ceratitis capitata"
"3517","RUBFR","CERTQI",9,"Host","Ceratitis quilicii (as Rubus)"
"3518","RUBFR","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Rubus)"
"3519","RUBFR","ERWIAM",9,"Host","Erwinia amylovora"
"3520","RUBFR","RBDV00",9,"Host","Idaeovirus rubi (as Rubus)"
"3521","RUBFR","INSV00",9,"Host","Impatiens necrotic spot virus (as Rubus)"
"3522","RUBFR","MELGMA",9,"Host","Meloidogyne mali"
"3523","RUBFR","MONIFG",9,"Host","Monilinia fructigena (as Rubus)"
"3524","RUBFR","ARMV00",9,"Host","Nepovirus arabis (as Rubus)"
"3525","RUBFR","CLRV00",9,"Host","Nepovirus avii"
"3526","RUBFR","CLRV00",9,"Host","Nepovirus avii (as Rubus)"
"3527","RUBFR","TORSV0",9,"Host","Nepovirus lycopersici"
"3528","RUBFR","TRSV00",9,"Host","Nepovirus nicotianae"
"3529","RUBFR","TBRV00",9,"Host","Nepovirus nigranuli (as Rubus)"
"3530","RUBFR","RPRSV0",9,"Host","Nepovirus rubi (as Rubus)"
"3531","RUBFR","ORIEIS",9,"Host","Orientus ishidae"
"3532","RUBFR","PHYTCR",9,"Host","Phytophthora cryptogea (as Rubus)"
"3533","RUBFR","CORBFA",9,"Host","Rhodococcus fascians (as Rubus)"
"3534","RUBFR","RICASC",9,"Host","Ricania speculum (as Rubus)"
"3535","RUBFR","SCITAU",9,"Host","Scirtothrips aurantii (as Rubus)"
"3536","RUBFR","SLRSV0",9,"Host","Stralarivirus fragariae"
"3537","RUBFR","SLRSV0",9,"Host","Stralarivirus fragariae (as Rubus)"
"3538","RUBFR","THRIIM",9,"Host","Thrips imaginis (as Rubus)"
"3539","RUBFR","THRIPL",9,"Host","Thrips palmi (as Rubus)"
"3540","RUBFR","TSVBL0",9,"Host","Tobacco streak virus black raspberry latent strain (as Rubus)"
"3541","RUBFR","DROSSU",1,"Major host","Drosophila suzukii"
"3542","RUBFR","HEMELE",1,"Major host","Orgyia leucostigma (as Rubus)"
"3543","RUBFR","PERORU",1,"Major host","Peronospora rubi (as Rubus)"
"3544","RUBFR","PLAAST",1,"Major host","Platynota stultana"
"3545","RUBFR","HAMALO",6,"Wild/Weed","Hamaspora longissima (as Rubus)"
"3546","RUBLB","ACLRNI",9,"Host","Acleris nishidai (as Rubus)"
"3547","RUBLB","ANOLCN",9,"Host","Anoplophora chinensis (as Rubus)"
"3548","RUBLB","ANTHBI",9,"Host","Anthonomus bisignifer (as Rubus)"
"3549","RUBLB","APMV00",9,"Host","Apple mosaic virus (as Rubus)"
"3550","RUBLB","APRIGE",9,"Host","Apriona germari (as Rubus)"
"3551","RUBLB","PHYPRU",9,"Host","'Candidatus Phytoplasma rubi' (as Rubus)"
"3552","RUBLB","CERTQI",9,"Host","Ceratitis quilicii (as Rubus)"
"3553","RUBLB","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Rubus)"
"3554","RUBLB","RBDV00",9,"Host","Idaeovirus rubi (as Rubus)"
"3555","RUBLB","INSV00",9,"Host","Impatiens necrotic spot virus (as Rubus)"
"3556","RUBLB","MONIFG",9,"Host","Monilinia fructigena (as Rubus)"
"3557","RUBLB","ARMV00",9,"Host","Nepovirus arabis (as Rubus)"
"3558","RUBLB","CLRV00",9,"Host","Nepovirus avii (as Rubus)"
"3559","RUBLB","TBRV00",9,"Host","Nepovirus nigranuli (as Rubus)"
"3560","RUBLB","RPRSV0",9,"Host","Nepovirus rubi (as Rubus)"
"3561","RUBLB","PHYTCR",9,"Host","Phytophthora cryptogea (as Rubus)"
"3562","RUBLB","CORBFA",9,"Host","Rhodococcus fascians (as Rubus)"
"3563","RUBLB","RICASC",9,"Host","Ricania speculum (as Rubus)"
"3564","RUBLB","SCITAU",9,"Host","Scirtothrips aurantii (as Rubus)"
"3565","RUBLB","SLRSV0",9,"Host","Stralarivirus fragariae (as Rubus)"
"3566","RUBLB","THRIIM",9,"Host","Thrips imaginis (as Rubus)"
"3567","RUBLB","THRIPL",9,"Host","Thrips palmi (as Rubus)"
"3568","RUBLB","TSVBL0",9,"Host","Tobacco streak virus black raspberry latent strain (as Rubus)"
"3569","RUBLB","HEMELE",1,"Major host","Orgyia leucostigma (as Rubus)"
"3570","RUBLB","PERORU",1,"Major host","Peronospora rubi (as Rubus)"
"3571","RUBLB","HAMALO",6,"Wild/Weed","Hamaspora longissima (as Rubus)"
"3572","RUBNS","ACLRNI",9,"Host","Acleris nishidai (as Rubus)"
"3573","RUBNS","ANOLCN",9,"Host","Anoplophora chinensis (as Rubus)"
"3574","RUBNS","ANTHBI",9,"Host","Anthonomus bisignifer (as Rubus)"
"3575","RUBNS","APMV00",9,"Host","Apple mosaic virus (as Rubus)"
"3576","RUBNS","APRIGE",9,"Host","Apriona germari (as Rubus)"
"3577","RUBNS","PHYPRU",9,"Host","'Candidatus Phytoplasma rubi' (as Rubus)"
"3578","RUBNS","CERTQI",9,"Host","Ceratitis quilicii (as Rubus)"
"3579","RUBNS","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Rubus)"
"3580","RUBNS","RBDV00",9,"Host","Idaeovirus rubi (as Rubus)"
"3581","RUBNS","INSV00",9,"Host","Impatiens necrotic spot virus (as Rubus)"
"3582","RUBNS","MONIFG",9,"Host","Monilinia fructigena (as Rubus)"
"3583","RUBNS","ARMV00",9,"Host","Nepovirus arabis (as Rubus)"
"3584","RUBNS","CLRV00",9,"Host","Nepovirus avii (as Rubus)"
"3585","RUBNS","TBRV00",9,"Host","Nepovirus nigranuli (as Rubus)"
"3586","RUBNS","RPRSV0",9,"Host","Nepovirus rubi (as Rubus)"
"3587","RUBNS","PHYTCR",9,"Host","Phytophthora cryptogea (as Rubus)"
"3588","RUBNS","CORBFA",9,"Host","Rhodococcus fascians (as Rubus)"
"3589","RUBNS","RICASC",9,"Host","Ricania speculum (as Rubus)"
"3590","RUBNS","SCITAU",9,"Host","Scirtothrips aurantii (as Rubus)"
"3591","RUBNS","SLRSV0",9,"Host","Stralarivirus fragariae (as Rubus)"
"3592","RUBNS","THRIIM",9,"Host","Thrips imaginis (as Rubus)"
"3593","RUBNS","THRIPL",9,"Host","Thrips palmi (as Rubus)"
"3594","RUBNS","TSVBL0",9,"Host","Tobacco streak virus black raspberry latent strain (as Rubus)"
"3595","RUBNS","HEMELE",1,"Major host","Orgyia leucostigma (as Rubus)"
"3596","RUBNS","PERORU",1,"Major host","Peronospora rubi (as Rubus)"
"3597","RUBNS","HAMALO",6,"Wild/Weed","Hamaspora longissima (as Rubus)"
"3598","RUBUL","ACLRNI",9,"Host","Acleris nishidai (as Rubus)"
"3599","RUBUL","ANOLCN",9,"Host","Anoplophora chinensis (as Rubus)"
"3600","RUBUL","ANTHBI",9,"Host","Anthonomus bisignifer (as Rubus)"
"3601","RUBUL","APMV00",9,"Host","Apple mosaic virus (as Rubus)"
"3602","RUBUL","APRIGE",9,"Host","Apriona germari (as Rubus)"
"3603","RUBUL","PHYPRU",9,"Host","'Candidatus Phytoplasma rubi' (as Rubus)"
"3604","RUBUL","CERTQI",9,"Host","Ceratitis quilicii (as Rubus)"
"3605","RUBUL","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Rubus)"
"3606","RUBUL","GIBBCI",9,"Host","Fusarium circinatum"
"3607","RUBUL","RBDV00",9,"Host","Idaeovirus rubi (as Rubus)"
"3608","RUBUL","INSV00",9,"Host","Impatiens necrotic spot virus (as Rubus)"
"3609","RUBUL","MONIFG",9,"Host","Monilinia fructigena (as Rubus)"
"3610","RUBUL","ARMV00",9,"Host","Nepovirus arabis (as Rubus)"
"3611","RUBUL","CLRV00",9,"Host","Nepovirus avii (as Rubus)"
"3612","RUBUL","TBRV00",9,"Host","Nepovirus nigranuli (as Rubus)"
"3613","RUBUL","RPRSV0",9,"Host","Nepovirus rubi (as Rubus)"
"3614","RUBUL","PHMPOM",9,"Host","Phymatotrichopsis omnivora"
"3615","RUBUL","PHYTCR",9,"Host","Phytophthora cryptogea (as Rubus)"
"3616","RUBUL","CORBFA",9,"Host","Rhodococcus fascians (as Rubus)"
"3617","RUBUL","RICASC",9,"Host","Ricania speculum (as Rubus)"
"3618","RUBUL","SCITAU",9,"Host","Scirtothrips aurantii (as Rubus)"
"3619","RUBUL","SLRSV0",9,"Host","Stralarivirus fragariae (as Rubus)"
"3620","RUBUL","THRIIM",9,"Host","Thrips imaginis (as Rubus)"
"3621","RUBUL","THRIPL",9,"Host","Thrips palmi (as Rubus)"
"3622","RUBUL","TSVBL0",9,"Host","Tobacco streak virus black raspberry latent strain (as Rubus)"
"3623","RUBUL","TSWV00",9,"Host","Tomato spotted wilt virus"
"3624","RUBUL","XYLEFA",9,"Host","Xylella fastidiosa"
"3625","RUBUL","XYLEFM",9,"Host","Xylella fastidiosa subsp. multiplex"
"3626","RUBUL","HEMELE",1,"Major host","Orgyia leucostigma (as Rubus)"
"3627","RUBUL","PERORU",1,"Major host","Peronospora rubi (as Rubus)"
"3628","RUBUL","ANSTFR",6,"Wild/Weed","Anastrepha fraterculus"
"3629","RUBUL","HAMALO",6,"Wild/Weed","Hamaspora longissima (as Rubus)"
"3630","RUMAA","TSWV00",10,"Experimental","Tomato spotted wilt virus"
"3631","RUMAA","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Rumex)"
"3632","RUMAA","DITYDI",9,"Host","Ditylenchus dipsaci"
"3633","RUMAA","POPIJA",9,"Host","Popillia japonica (as Rumex)"
"3634","RUMAA","PRODOR",9,"Host","Spodoptera ornithogalli (as Rumex)"
"3635","RUMAA","DRAEMI",6,"Wild/Weed","Draeculacephala minerva"
"3636","RUMAA","EPIOIO",6,"Wild/Weed","Epichoristodes acerbella (as Rumex)"
"3637","RUMAA","NYSIHU",6,"Wild/Weed","Nysius huttoni"
"3638","RUMAL","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Rumex)"
"3639","RUMAL","POPIJA",9,"Host","Popillia japonica (as Rumex)"
"3640","RUMAL","PRODOR",9,"Host","Spodoptera ornithogalli (as Rumex)"
"3641","RUMAL","EPIOIO",6,"Wild/Weed","Epichoristodes acerbella (as Rumex)"
"3642","RUMDE","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Rumex)"
"3643","RUMDE","POPIJA",9,"Host","Popillia japonica (as Rumex)"
"3644","RUMDE","PRODOR",9,"Host","Spodoptera ornithogalli (as Rumex)"
"3645","RUMDE","EPIOIO",6,"Wild/Weed","Epichoristodes acerbella (as Rumex)"
"3646","RUMDE","HIRSOR",6,"Wild/Weed","Hirschmanniella oryzae"
"3647","RUMDE","TOLCND",6,"Wild/Weed","Tomato leaf curl New Delhi virus"
"3648","RUMMA","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Rumex)"
"3649","RUMMA","POPIJA",9,"Host","Popillia japonica (as Rumex)"
"3650","RUMMA","PRODOR",9,"Host","Spodoptera ornithogalli (as Rumex)"
"3651","RUMMA","EPIOIO",6,"Wild/Weed","Epichoristodes acerbella (as Rumex)"
"3652","RUMTE","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Rumex)"
"3653","RUMTE","POPIJA",9,"Host","Popillia japonica (as Rumex)"
"3654","RUMTE","PRODOR",9,"Host","Spodoptera ornithogalli (as Rumex)"
"3655","RUMTE","EPIOIO",6,"Wild/Weed","Epichoristodes acerbella (as Rumex)"
"3656","SADPA",NA,9,"Host",NA
"3657","SAGSA","VINSST",9,"Host","Ceroplastes stellifer (as Sagittaria)"
"3658","SAGSA","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Sagittaria)"
"3659","SAGSA","LIRIHU",9,"Host","Liriomyza huidobrensis"
"3660","SAGSL",NA,9,"Host",NA
"3661","SAGTR","VINSST",9,"Host","Ceroplastes stellifer (as Sagittaria)"
"3662","SAGTR","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Sagittaria)"
"3663","SCVUN",NA,9,"Host",NA
"3664","SEDAL","PRODOR",9,"Host","Spodoptera ornithogalli (as Sedum)"
"3665","SILGA","LIRIHU",9,"Host","Liriomyza huidobrensis"
"3666","SILGQ",NA,9,"Host",NA
"3667","SOLAD","AVBO00",10,"Experimental","Cheravirus arracaciae oca strain (as Solanaceae)"
"3668","SOLAD","PSTVD0",10,"Experimental","Potato spindle tuber viroid (as Solanum)"
"3669","SOLAD","TSVP00",10,"Experimental","Tobacco streak ilarvirus potato strain (as Solanaceae)"
"3670","SOLAD","VASALY",9,"Host","Aculops lycopersici (as Solanaceae)"
"3671","SOLAD","ANTHEU",9,"Host","Anthonomus eugenii (as Solanum)"
"3672","SOLAD","AONMAL",9,"Host","Aonidomytilus albus (as Solanum)"
"3673","SOLAD","BEMITA",9,"Host","Bemisia tabaci (as Solanaceae)"
"3674","SOLAD","PHYPAE",9,"Host","'Candidatus Phytoplasma americanum' (as Solanum)"
"3675","SOLAD","PHYPTR",9,"Host","'Candidatus Phytoplasma trifolii' (as Solanum)"
"3676","SOLAD","AVBO00",9,"Host","Cheravirus arracaciae oca strain (as Solanum)"
"3677","SOLAD","DIABVZ",9,"Host","Diabrotica virgifera zeae (as Solanum)"
